English_Word,Node_Collections,,
unls,Focus -> General/Universal  ||  Focus  ->  Objective  ->  Material Object  ->  Immaterial  ->  Factual  ->  Opinion/Perspective  ||  Subjective,Focus  ->  Abstract  ->  Creative  ||  Spatial  ->  Time  ->  Past  ->  Near  ->  Distant  ->  Present  ->  Future  ->  Near  ->  Distant  ->  Space  ->  Near/Close  ->  Far/Distant  ->  Location  ||  Action  ->  Past Tense/Occurred  ->  Current/Occuring  ->  Future/Forward  ->  Resting/Stopped  ||,Identity  ->  Species  ->  Self  ->  Close Related External  ->  Distant Related External  ->  Gender  ->  Unidentified  ->  Binary  ->  Trans  ->  Female  ->  Male  ||  Quantitative  ->  Singular  ->  Positive  ->  Negative  ->  Multiple  ->  Positive  ->  Negative
,,,
AM,Spatial  ->  Time,,
PM,Spatial  ->  Time,,
mirror,Focus	 -> 	Objective	 -> 	Material	Object																											,,
missile,Focus	 -> 	Objective	 -> 	F	Harmful																											,,
mittens,Focus	 -> 	Objective	 -> 	Material	Object																											,,
mixer,Focus	 -> 	Objective	 -> 	Material	Object																											,,
mole_(animal),Identity	 -> 	Species																														,,
moose,Identity	 -> 	Species																														,,
moth,Identity	 -> 	Species																														,,
motorcycle,Focus	 -> 	Objective	 -> 	Material	Object																											,,
mouse,Identity	 -> 	Species																														,,
mouse_(computer),Focus	 -> 	Objective	 -> 	Material	Object																											,,
mug,Focus	 -> 	Objective	 -> 	Material	Object																											,,
mushroom,Identity	 -> 	Species																														,,
muzzle,Focus	 -> 	Objective	 -> 	Material	Object																											,,
napkin,Focus	 -> 	Objective	 -> 	Material	Object																											,,
necklace,Focus	 -> 	Objective	 -> 	Material	Object																											,,
nectarine,Focus	 -> 	Objective	 -> 	Material	Object																											,,
nightgown,Focus	 -> 	Objective	 -> 	Material	Object																											,,
nightingale,Identity	 -> 	Species																														,,
nylons,Focus	 -> 	Objective	 -> 	Material	Object																											,,
oak,Focus	 -> 	Objective	 -> 	Material	Object																											,,
octopus,Identity	 -> 	Species																														,,
olive,Focus	 -> 	Objective	 -> 	Material	Object																											,,
onions,Focus	 -> 	Objective	 -> 	Material	Object																											,,
orange,Focus	 -> 	Objective	 -> 	Material	Object																											,,
oriole,Identity	 -> 	Species																														,,
ostrich,Identity	 -> 	Species																														,,
otter,Identity	 -> 	Species																														,,
oven,Focus	 -> 	Objective	 -> 	Material	Object																											,,
owl,Identity	 -> 	Species																														,,
ox,Identity	 -> 	Species																														,,
paintbrush,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pajamas,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pan,Focus	 -> 	Objective	 -> 	Material	Object																											,,
panther,Identity	 -> 	Species																														,,
pants,Focus	 -> 	Objective	 -> 	Material	Object																											,,
parakeet,Identity	 -> 	Species																														,,
parka,Focus	 -> 	Objective	 -> 	Material	Object																											,,
parsley,Focus	 -> 	Objective	 -> 	Material	Object																											,,
partridge,Focus	 -> 	Objective	 -> 	Material	Object																											,,
peach,Focus	 -> 	Objective	 -> 	Material	Object																											,,
peacock,Identity	 -> 	Species																														,,
pear,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pearl,Focus	 -> 	Objective	 -> 	Material	Object																											,,
peas,Focus	 -> 	Objective	 -> 	Material	Object																											,,
peg,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pelican,Identity	 -> 	Species																														,,
pen,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pencil,Focus	 -> 	Objective	 -> 	Material	Object																											,,
penguin,Identity	 -> 	Species																														,,
pepper,Focus	 -> 	Objective	 -> 	Material	Object																											,,
perch,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pheasant,Focus	 -> 	Objective	 -> 	Material	Object																											,,
piano,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pickle,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pie,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pier,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pig,Identity	 -> 	Species																														,,
pigeon,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pillow,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pin,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pine,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pineapple,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pipe_(plumbing),Focus	 -> 	Objective	 -> 	Material	Object																											,,
pipe_(smoking),Focus	 -> 	Objective	 -> 	Material	Object																											,,
pistol,Focus	 -> 	Objective	 -> 	F_Safety																												,,
plate,Focus	 -> 	Objective	 -> 	Material	Object																											,,
platypus,Identity	 -> 	Species																														,,
pliers,Focus	 -> 	Objective	 -> 	Material	Object																											,,
plug_(electric),Focus	 -> 	Objective	 -> 	Material	Object																											,,
plum,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pony,Focus	 -> 	Objective	 -> 	Material	Object																											,,
porcupine,Identity	 -> 	Species																														,,
pot,Focus	 -> 	Objective	 -> 	Material	Object																											,,
potato,Focus	 -> 	Objective	 -> 	Material	Object																											,,
projector,Focus	 -> 	Objective	 -> 	Material	Object																											,,
prune,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pumpkin,Focus	 -> 	Objective	 -> 	Material	Object																											,,
pyramid,Focus	 -> 	Objective	 -> 	Material	Object																											,,
python,Identity	 -> 	Species																														,,
rabbit,Identity	 -> 	Species																														,,
raccoon,Identity	 -> 	Species																														,,
racquet,Focus	 -> 	Objective	 -> 	Material	Object																											,,
radio,Focus	 -> 	Objective	 -> 	Material	Object																											,,
radish,Focus	 -> 	Objective	 -> 	Material	Object																											,,
raft,Focus	 -> 	Objective	 -> 	Material	Object																											,,
raisin,Focus	 -> 	Objective	 -> 	Material	Object																											,,
rake,Focus	 -> 	Objective	 -> 	Material	Object																											,,
raspberry,Focus	 -> 	Objective	 -> 	Material	Object																											,,
rat,Identity	 -> 	Species																														,,
rattle,Focus	 -> 	Objective	 -> 	Material	Object																											,,
rattlesnake,Identity	 -> 	Species																														,,
raven,Identity	 -> 	Species																														,,
razor,Focus	 -> 	Objective	 -> 	Material	Object																											,,
revolver,Focus	 -> 	Objective	 -> 	F	Harmful																											,,
rhubarb,Focus	 -> 	Objective	 -> 	Material	Object																											,,
rice,Focus	 -> 	Objective	 -> 	Material	Object																											,,
rifle,Focus	 -> 	Objective	 -> 	F	Harmful																											,,
ring_(jewelry),Focus	 -> 	Objective	 -> 	Material	Object																											,,
robe,Focus	 -> 	Objective	 -> 	Material	Object																											,,
robin,Identity	 -> 	Species																														,,
rock,Focus	 -> 	Objective	 -> 	Material	Object																											,,
rocker,Focus	 -> 	Objective	 -> 	Material	Object																											,,
rocket,Focus	 -> 	Objective	 -> 	Material	Object																											,,
rooster,Identity	 -> 	Species																														,,
rope,Focus	 -> 	Objective	 -> 	Material	Object																											,,
ruler,Focus	 -> 	Objective	 -> 	Material	Object																											,,
sack,Focus	 -> 	Objective	 -> 	Material	Object																											,,
saddle,Focus	 -> 	Objective	 -> 	Material	Object																											,,
sailboat,Focus	 -> 	Objective	 -> 	Material	Object																											,,
salamander,Identity	 -> 	Species																														,,
salmon,Identity	 -> 	Species																														,,
sandals,Focus	 -> 	Objective	 -> 	Material	Object																											,,
sandpaper,Focus	 -> 	Objective	 -> 	Material	Object																											,,
sardine,Identity	 -> 	Species																														,,
saucer,Focus	 -> 	Objective	 -> 	Material	Object																											,,
saxophone,Focus	 -> 	Objective	 -> 	Material	Object																											,,
scarf,Focus	 -> 	Objective	 -> 	Material	Object																											,,
scissors,Focus	 -> 	Objective	 -> 	Material	Object																											,,
scooter,Focus	 -> 	Objective	 -> 	Material	Object																											,,
screwdriver,Focus	 -> 	Objective	 -> 	Material	Object																											,,
screws,Focus	 -> 	Objective	 -> 	Material	Object																											,,
seagull,Identity	 -> 	Species																														,,
seal,Focus	 -> 	Objective	 -> 	Material	Object																											,,
seaweed,Focus	 -> 	Objective	 -> 	Material	Object																											,,
shack,Focus	 -> 	Objective	 -> 	Material	Object																											,,
shawl,Focus	 -> 	Objective	 -> 	Material	Object																											,,
shed,Identity	 -> 	Species																														,,
sheep,Identity	 -> 	Species																														,,
shell,Focus	 -> 	Objective	 -> 	Material	Object																											,,
shelves,Focus	 -> 	Objective	 -> 	Material	Object																											,,
shield,Focus	 -> 	Objective	 -> 	Material	Object																											,,
ship,Focus	 -> 	Objective	 -> 	Material	Object																											,,
shirt,Focus	 -> 	Objective	 -> 	Material	Object																											,,
shoes,Focus	 -> 	Objective	 -> 	Material	Object																											,,
shotgun,Focus	 -> 	Objective	 -> 	Material	Object																											,,
shovel,Focus	 -> 	Objective	 -> 	Material	Object																											,,
shrimp,Identity	 -> 	Species																														,,
sink,Focus	 -> 	Objective	 -> 	Material	Object																											,,
skateboard,Focus	 -> 	Objective	 -> 	Material	Object																											,,
skillet,Focus	 -> 	Objective	 -> 	Material	Object																											,,
skirt,Focus	 -> 	Objective	 -> 	Material	Object																											,,
skis,Focus	 -> 	Objective	 -> 	Material	Object																											,,
skunk,Identity	 -> 	Species																														,,
skyscraper,Focus	 -> 	Objective	 -> 	Material	Object																											,,
sled,Focus	 -> 	Objective	 -> 	Material	Object																											,,
sledgehammer,Focus	 -> 	Objective	 -> 	Material	Object																											,,
sleigh,Focus	 -> 	Objective	 -> 	Material	Object																											,,
slingshot,Focus	 -> 	Objective	 -> 	Material	Object																											,,
slippers,Focus	 -> 	Objective	 -> 	Material	Object																											,,
snail,Identity	 -> 	Species																														,,
socks,Focus	 -> 	Objective	 -> 	Material	Object																											,,
sofa,Focus	 -> 	Objective	 -> 	Material	Object																											,,
spade,Focus	 -> 	Objective	 -> 	Material	Object																											,,
sparrow,Focus	 -> 	Objective	 -> 	Material	Object																											,,
spatula,Focus	 -> 	Objective	 -> 	Material	Object																											,,
spear,Focus	 -> 	Objective	 -> 	Material	Object																											,,
spider,Identity	 -> 	Species																														,,
spinach,Focus	 -> 	Objective	 -> 	Material	Object																											,,
spoon,Focus	 -> 	Objective	 -> 	Material	Object																											,,
squid,Identity	 -> 	Species																														,,
squirrel,Identity	 -> 	Species																														,,
starling,Identity	 -> 	Species																														,,
stereo,Focus	 -> 	Objective	 -> 	Material	Object																											,,
stick,Focus	 -> 	Objective	 -> 	Material	Object																											,,
stone,Focus	 -> 	Objective	 -> 	Material	Object																											,,
stool_(furniture),Focus	 -> 	Objective	 -> 	Material	Object																											,,
stork,Focus	 -> 	Objective	 -> 	Material	Object																											,,
stove,Focus	 -> 	Objective	 -> 	Material	Object																											,,
strainer,Focus	 -> 	Objective	 -> 	Material	Object																											,,
strawberry,Focus	 -> 	Objective	 -> 	Material	Object																											,,
submarine,Focus	 -> 	Objective	 -> 	Material	Object																											,,
subway,Focus	 -> 	Objective	 -> 	Material	Object																											,,
surfboard,Focus	 -> 	Objective	 -> 	Material	Object																											,,
swan,Identity	 -> 	Species																														,,
sweater,Focus	 -> 	Objective	 -> 	Material	Object																											,,
swimsuit,Focus	 -> 	Objective	 -> 	Material	Object																											,,
sword,Focus	 -> 	Objective	 -> 	Material	Object																											,,
table,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tack,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tangerine,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tank_(army),Focus	 -> 	Objective	 -> 	Material	Object																											,,
tank_(container),Focus	 -> 	Objective	 -> 	Material	Object																											,,
tap,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tape_(scotch),Focus	 -> 	Objective	 -> 	Material	Object																											,,
taxi,Focus	 -> 	Objective	 -> 	Material	Object																											,,
telephone,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tent,Focus	 -> 	Objective	 -> 	Material	Object																											,,
thermometer,Focus	 -> 	Objective	 -> 	Material	Object																											,,
thimble,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tie,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tiger,Identity	 -> 	Species																														,,
toad,Identity	 -> 	Species																														,,
toaster,Focus	 -> 	Objective	 -> 	Material	Object																											,,
toilet,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tomahawk,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tomato,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tongs,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tortoise,Identity	 -> 	Species																														,,
toy,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tractor,Focus	 -> 	Objective	 -> 	Material	Object																											,,
trailer,Focus	 -> 	Objective	 -> 	Material	Object																											,,
train,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tray,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tricycle,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tripod,Focus	 -> 	Objective	 -> 	Material	Object																											,,
trolley,Focus	 -> 	Objective	 -> 	Material	Object																											,,
trombone,Focus	 -> 	Objective	 -> 	Material	Object																											,,
trousers,Focus	 -> 	Objective	 -> 	Material	Object																											,,
trout,Focus	 -> 	Objective	 -> 	Material	Object																											,,
truck,Focus	 -> 	Objective	 -> 	Material	Object																											,,
trumpet,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tuba,Focus	 -> 	Objective	 -> 	Material	Object																											,,
tuna,Focus	 -> 	Objective	 -> 	Material	Object																											,,
turkey,Identity	 -> 	Species																														,,
turnip,Focus	 -> 	Objective	 -> 	Material	Object																											,,
turtle,Identity	 -> 	Species																														,,
typewriter,Focus	 -> 	Objective	 -> 	Material	Object																											,,
umbrella,Focus	 -> 	Objective	 -> 	Material	Object																											,,
unicycle,Focus	 -> 	Objective	 -> 	Material	Object																											,,
urn,Focus	 -> 	Objective	 -> 	Material	Object																											,,
van,Focus	 -> 	Objective	 -> 	Material	Object																											,,
